repository,workflow_files,workflow_files_count
espressif/esp_iot_rtos_sdk,"[""issue_comment.yml"", ""new_issues.yml"", ""new_prs.yml""]",3
Co0sh/BetonQuest,"[""build.yml"", ""test_dependencies.yml""]",2
pythongssapi/python-gssapi,"[""build.yml"", ""deploy-docs.yml"", ""release.yml""]",3
adrn/gary,"[""wheels.yml"", ""windows-tests.yml""]",2
hpcc-systems/HPCC-JAPIs,"[""BuildTestCandidateAndMaster.yml"", ""JAPIPRBuildAction.yml"", ""Nightly.yml""]",3
rpastrana/HPCC-JAPIs,"[""BuildTestCandidateAndMaster.yml"", ""JAPIPRBuildAction.yml"", ""Nightly.yml"", ""commonscandidate.yml"", ""dfsclientcandidate.yml"", ""wsclientcandidatebuild.yml""]",6
pbek/QOwnNotes,"[""build-release.yml"", ""build-test.yml""]",2
mvo5/unattended-upgrades,"[""build.yml""]",1
PufferPanel/PufferPanel,"[""build.yml"", ""release.yml""]",2
rwz/ember-cli-rails,"[""tests.yml""]",1
Minio-io/minio,"[""codeql.yml"", ""go.yml""]",2
mrgambal/ner_trainer,"[""matrix-test.yaml""]",1
ParticularLabs/GitVersion,"[""build.yml"", ""format.yml"", ""release.yml""]",3
arrayfire/arrayfire,"[""clang-format-lint.yml"", ""cpu_build.yml"", ""docs_build.yml"", ""release_src_artifact.yml""]",4
googlemaps/google-maps-services-python,"[""publish.yml"", ""release.yml"", ""test.yml""]",3
nooku/nooku-activities,"[""pull-request.yml""]",1
markush/django-osm-field,"[""pythonpublish.yml"", ""pythontests.yml""]",2
TailorBrands/noun-project-api,"[""gem-push.yml"", ""pr_workflow.yml""]",2
facebook/proxygen,"[""TagIt.yml"", ""getdeps_linux.yml"", ""getdeps_mac.yml""]",3
real-logic/Agrona,"[""ci.yml"", ""publish.yml""]",2
michielgkalkman/PmdPlus,"[""maven-publish.yml""]",1
real-logic/Aeron,"[""ci-low-cadence.yml"", ""ci.yml"", ""release.yml""]",3
GumTreeDiff/gumtree,"[""build-test-gumtree.yml""]",1
serenity-bdd/serenity-core,"[""gradle.yml""]",1
exceptionless/Exceptionless.DateTimeExtensions,"[""build.yml""]",1
wildflyext/wildfly-camel,"[""pr.yml"", ""qa-default.yml"", ""workbench.yml""]",3
ganeti/ganeti,"[""ci.yml"", ""codeql-analysis.yml""]",2
thinkaliker/thinkaliker.com,"[""github-pages.yml""]",1
freenet/plugin-KeyUtils,"[""cd.yml"", ""ci.yml""]",2
scienceopen/numba-examples,"[""ci.yml""]",1
contao/core-bundle,"[""autoclose.yml""]",1
OpenAMP/open-amp,"[""continuous-integration.yml""]",1
github/pages-health-check,"[""push-cibuild.yml""]",1
nikhiljohn10/pi-clap,"[""python-package.yml""]",1
arangodb/arangodb-java-driver,"[""maven.yml""]",1
ipa320/ros_canopen,"[""main.yml""]",1
DJGosnell/DtronixModel,"[""dotnet-core-desktop.yml""]",1
sbrunner/c2c.template,"[""ci.yaml""]",1
xsnippet/xsnippet-api,"[""tests.yml""]",1
jessedoyle/prawn-icon,"[""ci.yml""]",1
sdottaka/winimerge,"[""main.yml""]",1
OpenMage/magento-lts,"[""labeler.yml"", ""php.yml"", ""static-code-analyses.yml""]",3
jonathan-beard/RaftLib,"[""main.yml""]",1
ddebin/mc-google-visualization,"[""main.yml""]",1
remram44/usagestats,"[""test.yml""]",1
curtacircuitos/pcb-tools,"[""pcb-tools.yml""]",1
pgpointcloud/pointcloud,"[""bionic_postgres12_postgis25.yml"", ""bionic_postgres12_postgis3.yml"", ""code_layout.yml"", ""dockerhub.yml"", ""website.yml"", ""xenial_postgres10_postgis25.yml"", ""xenial_postgres11_postgis25.yml"", ""xenial_postgres96_postgis25.yml""]",8
IntellectualCrafters/PlotSquared,"[""gradle.yml""]",1
asaaki/cmark.ex,"[""ci.yml""]",1
hongliuliao/simple_server,"[""ccpp.yml""]",1
magestik/linear-algebra,"[""ctest.yml""]",1
oxygen-cms/core,"[""php.yml""]",1
ssg/SimpleBase32,"[""codeql-analysis.yml"", ""test.yml""]",2
TheTorProject/ooni-pipeline,"[""batch.yaml"", ""fastpath.yaml""]",2
flobernd/verteron-disassembler-engine,"[""main.yml""]",1
xethorn/schema,"[""pythonpackage.yml""]",1
josh/pdftotext,"[""ci.yml""]",1
hjelmn/xpmem,"[""ccpp.yml""]",1
hzlf/openbroadcast.org,"[""ci.yaml""]",1
gpupo/common,"[""php.yml""]",1
utwente-fmt/dftcalc,"[""mac.yml"", ""main.yml""]",2
uhop/node-re2,"[""build.yml"", ""tests.yml""]",2
sjinks/ssh-honeypotd,"[""build.yml"", ""buildx-master.yml"", ""buildx-pr.yml"", ""buildx-tag.yml""]",4
gi0baro/weppy,"[""publish.yml"", ""tests.yml""]",2
DBuildService/dock,"[""linters.yaml"", ""unittests.yaml""]",2
getgauge/gauge-ruby,"[""release-on-pr-merge.yml"", ""tests.yml""]",2
Tuna/tunasync,"[""release.yml"", ""tunasync.yml""]",2
jooby-project/jooby,"[""full-build.yml"", ""quick-build.yml"", ""starter.yml""]",3
ap--/python-seabreeze,"[""run_tests.yaml""]",1
getgauge/gauge-java,"[""release_on_pr.yml"", ""tests.yml""]",2
eloquent/phony,"[""ci.yml"", ""documentation.yml""]",2
apache/incubator-calcite,"[""gradle-wrapper-validation.yml"", ""main.yml""]",2
Fizzadar/pyinfra,"[""codeql-analysis.yml""]",1
timofurrer/w1thermsensor,"[""ci.yml""]",1
zeruniverse/Password-Manager,"[""ossar-analysis.yml""]",1
xfenix/django-hmin,"[""default.yml""]",1
ellisonbg/leafletwidget,"[""main.yml""]",1
jichu4n/JFBView,"[""build.yaml""]",1
WyriHaximus/FlyPie,"[""main.yml""]",1
martijnvanbrummelen/nwipe,"[""ci_ubuntu_16.04.yml"", ""ci_ubuntu_latest.yml""]",2
wuvt/wuvt-site,"[""docker.yml""]",1
CedX/json-messages.yii,"[""build.yaml""]",1
bodar/utterlyidle,"[""java-ci.yml"", ""release-tag.yml""]",2
oswetto/Loboevolution,"[""ant.yml"", ""gradle.yml"", ""maven.yml""]",3
bodar/totallylazy,"[""java-ci.yml"", ""release-tag.yml""]",2
BruTile/BruTile,"[""aspnetcore.yml"", ""blank.yml""]",2
mistercrunch/Airflow,"[""build-images-workflow-run.yml"", ""ci.yml"", ""repo_sync.yml"", ""scheduled_quarantined.yml""]",4
pybee/rubicon-objc,"[""ci.yml"", ""publish.yml"", ""release.yml""]",3
orchestral/installer,"[""tests.yml""]",1
jiripudil/jiripudil.cz,"[""deploy.yml""]",1
thraxil/artsho,"[""deploy.yml"", ""pull_request.yml"", ""push.yml""]",3
shapiromatron/hawc,"[""main.yml""]",1
JJ/CC,"[""issue-greetings.yaml""]",1
galaxyproject/planemo,"[""ci.yaml""]",1
schneems/derailed_benchmarks,"[""check_changelog.yml""]",1
viverae-cookbooks/camo,"[""ruby.yml""]",1
Yubico/java-u2flib-server,"[""scan.yml""]",1
thoughtbot/scenic,"[""ci.yml""]",1
krainboltgreene/net-http-signature.gem,"[""ruby.yml""]",1
Dead2/zlib-ng,"[""analyze.yml"", ""cmake.yml"", ""configure.yml"", ""fuzz.yml"", ""libpng.yml"", ""nmake.yml"", ""pkgcheck.yml"", ""release.yml""]",8
ltrzesniewski/pcre-net,"[""build.yml""]",1
rapidpro/ureport,"[""ci.yml""]",1
orchestral/kernel,"[""tests.yml""]",1
reiki4040/rnzoo,"[""release.yml""]",1
Syomus/ProceduralToolkit,"[""asset-store.yml"", ""upm.yml""]",2
bethesque/pact-mock_service,"[""release_gem.yml""]",1
gunthercox/ChatterBot,"[""pythonpublish.yml""]",1
chfw/pyexcel-ods,"[""moban-update.yml"", ""pythonpublish.yml""]",2
chfw/pyexcel-ods3,"[""moban-update.yml"", ""pythonpublish.yml""]",2
bethesque/pact-support,"[""release_gem.yml""]",1
cloudmodel/cloudmodel,"[""rspec.yml""]",1
rybakit/arguments-resolver,"[""ci.yml""]",1
sendecomp/sendecomp.github.io,"[""jekyll.yml""]",1
jangevaa/ilmtools,"[""TagBot.yml""]",1
guillaume-sainthillier/ByNight,"[""build-and-deploy-release.yml"", ""build-latest.yml""]",2
AliceO2Group/AliceO2,"[""clean-test.yml"", ""first-timer.yml"", ""release.yml"", ""stale.yml""]",4
rawphp/Laravel-Options,"[""php.yml""]",1
takari/takari-lifecycle,"[""ci.yml""]",1
google/brotli,"[""fuzz.yml""]",1
SURFnet/Stepup-Gateway,"[""test-integration.yml""]",1
talavis/kimenu,"[""dockerhub-latest.yml""]",1
Pilchie/YouHaveIssues,"[""build.yml"", ""deploy.yml""]",2
technofreaky/Live-Admin-Customizer,"[""php.yml"", ""twitter-post.yml"", ""wordpress.org-release.yml""]",3
pluea/FilFeed,"[""android.yml""]",1
bbqsrc/softkbdgen,"[""ci.yaml"", ""release.yaml""]",2
galaxyproject/tools-iuc,"[""ci.yaml"", ""pr.yaml""]",2
pythongssapi/high-level-port-prototype,"[""build.yml"", ""deploy-docs.yml"", ""release.yml""]",3
technofreaky/aiirs-artificial-intelligence-image-resizer,"[""php.yml"", ""twitter-post.yml"", ""wordpress.org-release.yml""]",3
Elders/Cronus.Transport.RabbitMQ,"[""issues.yml""]",1
Elders/Cronus.DomainModeling,"[""issues.yml""]",1
smartdevicelink/sdl_android,"[""android.yml""]",1
fixrb/spectus,"[""rubocop.yml""]",1
fixrb/fix,"[""rubocop.yml""]",1
newaetech/chipwhisperer,"[""publish-to-test-pypi.yml""]",1
odolbeau/rabbit-mq-admin-toolkit,"[""static-code-analysis.yml""]",1
gapple/homebrew-services,"[""tests.yml""]",1
duncan3dc/blade,"[""buildcheck.yml"", ""coverage.yml""]",2
jbush001/NyuziProcessor,"[""ci.yml""]",1
somedave/Wyam,"[""build.yml""]",1
alerta/python-alerta,"[""docker.yml""]",1
karutaproject/karuta-backend,"[""maven.yml""]",1
renekorss/PHPExcelFormatter,"[""build.yml""]",1
mavlink/mavros,"[""main.yml""]",1
woohoolabs/api-framework,"[""continuous-integration.yml""]",1
heavywatal/sfmt-installer,"[""build.yaml""]",1
jmchilton/planemo,"[""ci.yaml""]",1
nwillc/fun-jdbc,"[""cicd.yml""]",1
elektronaut/dis,"[""build.yml""]",1
alexcrichton/bzip2-rs,"[""main.yml""]",1
Year4000/Utilities,"[""gradle.yml""]",1
snmsts/roswell,"[""build.yml""]",1
gordalina/cachetool,"[""ci.yml""]",1
runceel/ReactiveProperty,"[""build-and-publish.yml""]",1
gpupo/common-sdk,"[""php.yml""]",1
KSP-CKAN/CKAN,"[""build.yml"", ""deploy.yml"", ""release.yml""]",3
kimble/nmxmlp,"[""gradle.yml"", ""publish-release.yml""]",2
X0rg/CPU-X,"[""appimage_continuous.yml"", ""appimage_release.yml""]",2
neothemachine/rawpy,"[""ci.yml""]",1
meskyanichi/has_email_authentication,"[""test.yml""]",1
gpupo/submarino-sdk,"[""php.yml""]",1
marshall-lee/has_array_of,"[""rspec.yml""]",1
LeslieZhu/OrgNote,"[""pythonpackage.yml""]",1
pybee/rubicon-java,"[""ci.yml"", ""publish.yml"", ""release.yml""]",3
btrplace/scheduler,"[""codeql-analysis.yml""]",1
cucumber-ltd/shouty.rb,"[""ruby.yml""]",1
spree-contrib/spree_print_invoice,"[""main.yml""]",1
vjanssens/woocommerce-dropbox,"[""main.yml""]",1
stevehenty/gravityformsapprovals,"[""deploy.yml"", ""update-asset-readme.yml""]",2
nabla-c0d3/sslyze,"[""codeql-analysis.yml"", ""python-package.yml""]",2
NiclasOlofsson/MiNET,"[""dotnetcore.yml""]",1
crossroads/api.goodcity,"[""release-notes.yml""]",1
datalad/datalad,"[""benchmarks.yml"", ""docbuild.yml"", ""test_crippled.yml"", ""test_extensions.yml""]",4
scopely-devops/skew,"[""python-package.yml"", ""python-publish.yml"", ""python-validate.yml""]",3
jhakonen/wot-teamspeak-mod,"[""build-workflow.yml"", ""docker-image-workflow.yml"", ""release-workflow.yaml""]",3
BertrandBordage/django-cachalot,"[""publish.yml""]",1
OpenXRay/xray-16,"[""cibuild.yml""]",1
opscode-cookbooks/enterprise-chef-common,"[""branchcleanup.yml""]",1
InstantWebP2P/node-android,"[""android.yml""]",1
takaswie/libhinawa,"[""build.yml""]",1
Realm/realm-java,"[""gradle-wrapper-validation.yml""]",1
cbrwizard/cbrwizard.com,"[""versioning-workflow.yml""]",1
benmatselby/trello-cli,"[""php.yml""]",1
djordon/queueing-tool,"[""main.yml""]",1
kiibohd/kll,"[""pythonpackage.yml""]",1
votca/csg,"[""changelog.yml"", ""continuous-integration-workflow.yml"", ""copyright.yml"", ""coverage.yml"", ""create-pr.yml"", ""create-release.yml"", ""format.yml"", ""forward-to-votca.yml""]",8
votca/tools,"[""changelog.yml"", ""continuous-integration-workflow.yml"", ""copyright.yml"", ""coverage.yml"", ""create-pr.yml"", ""create-release.yml"", ""format.yml"", ""forward-to-votca.yml""]",8
sualeh/credit_card_number,"[""build.yml"", ""codeql-analysis.yml"", ""publish.yml""]",3
hbgit/Map2Check,"[""greetings.yml""]",1
JacquesLucke/animation-nodes,"[""build.yml""]",1
galaxyproject/tools-devteam,"[""ci.yaml"", ""pr.yaml""]",2
DMOJ/site,"[""build.yml"", ""caniuse.yml"", ""compilemessages.yml"", ""makemessages.yml"", ""updatemessages.yml""]",5
doorbell/android-sdk,"[""deploy.yml""]",1
hjwp/Book-TDD-Web-Dev-Python,"[""tests.yml""]",1
xtrembaker/wiki,"[""mediawiki.yml""]",1
meskyanichi/store_schema,"[""test.yml""]",1
mjeanroy/springmvc-mustache,"[""build.yml""]",1
pudo/docsift,"[""build.yml""]",1
codecov/codecov-ruby,"[""ruby.yml""]",1
skuschel/postpic,"[""run-tests.yml""]",1
messense/wechatpy,"[""CI.yml"", ""Release.yml""]",2
singingwolfboy/flask-dance,"[""docs.yml"", ""lint.yml"", ""test.yml""]",3
jeromekelleher/msprime,"[""lint.yml"", ""wheels.yml""]",2
jakubroztocil/django-settings-export,"[""build.yml""]",1
Elders/Cronus.Persistence.Cassandra,"[""issues.yml""]",1
adafruit/Adafruit_UNTZtrument,"[""githubci.yml""]",1
technofreaky/broken-url-notifier,"[""php.yml"", ""twitter-post.yml"", ""wordpress.org-release.yml""]",3
flux-framework/flux-core,"[""main.yml""]",1
harkhuang/harkcode,"[""ccpp.yml""]",1
levigo/jadice-server-converter-client,"[""maven.yml""]",1
OctoPrint/OctoPrint-Growl,"[""close-issues.yml""]",1
Prism/Prism-Bukkit,"[""maven.yml""]",1
facebook/taste-tester,"[""ci.yml""]",1
adobe-type-tools/afdko,"[""asan.yml"", ""build_wheels.yml"", ""run_cvg.yml"", ""testpythonpackage.yml""]",4
AppliedEnergistics/Applied-Energistics-2,"[""branches.yml"", ""lock.yml"", ""master.yml"", ""pull_requests.yml"", ""release.yml""]",5
dnadesign/silverstripe-elemental,"[""main.yml""]",1
kucaahbe/dot.py,"[""main.yml""]",1
Yubico/libu2f-host,"[""scan.yml""]",1
Nanigans/single-table-inheritance,"[""ci.yml""]",1
GetStream/stream-python,"[""ci.yml""]",1
getgauge/gauge,"[""auto_rebase_prs.yml"", ""benchmark.yml"", ""codeql-analysis.yml"", ""golangci-lint.yml"", ""poll_for_benchmark.yml"", ""release.yml"", ""tests.yml""]",7
zephir-lang/idea-plugin,"[""build.yml"", ""check.yml""]",2
omise/omise-ruby,"[""ruby.yml""]",1
webfactory/piwik-bundle,"[""lint.yml"", ""tests.yml""]",2
kislyuk/signxml,"[""ci.yml""]",1
mitre-cyber-academy/ctf-scoreboard,"[""run-tests.yml""]",1
facebook/fatal,"[""TagIt.yml""]",1
dNG-git/builder_suite,"[""on-push-test.yml""]",1
hw-cookbooks/nexus,"[""ci.yml"", ""md-links.yml""]",2
ponychicken/WebsterParser,"[""build.yml""]",1
tixl/tixl,"[""docs.yml"", ""strings.yml"", ""style.yml"", ""tests.yml""]",4
TriBITSPub/TriBITS,"[""hellow_world.yml""]",1
Puharesource/TitleManager,"[""gradle.yml""]",1
digitalocean/droplet_kit,"[""ci.yml""]",1
facebook/grocery-delivery,"[""ci.yml""]",1
facebook/between-meals,"[""ci.yml""]",1
ProteinDF/ProteinDF,"[""gh-pages.yml""]",1
ProteinDF/QCLObot,"[""gh-pages.yml""]",1
kc5nra/obs-browser,"[""clang-format.yml""]",1
vitalk/pytest-flask,"[""main.yml""]",1
neverbot/ccmudlib,"[""deploy.yml""]",1
circus-tent/circus,"[""ci.yml""]",1
ahmetalpbalkan/Docker.DotNet,"[""ci.yml"", ""publish.yml""]",2
TelekomLabs/tests-nginx-hardening,"[""release.yml""]",1
np-complete/np-complete-doj.in,"[""deploy.yml"", ""test.yml""]",2
meskyanichi/parelation,"[""test.yml""]",1
thephpleague/climate,"[""buildcheck.yml""]",1
oncletom/wp-canalblog-importer,"[""wordpress.yml""]",1
rosjat/python-scsi,"[""pre-commit.yml""]",1
docker-library/official-images,"[""periodic.yml"", ""test-pr.yml""]",2
juliandunn/aix,"[""branchcleanup.yml"", ""delivery.yml""]",2
robertblust/cdo-server,"[""deploy-on-tag.yml""]",1
takari/m2e-discovery-catalog,"["".build.yaml"", "".deploy.yml""]",2
vogellacompany/eclipse4book,"[""maven.yml""]",1
fcwill/fchat-pidgin,"[""windows.yml""]",1
googlemaps/google-maps-services-java,"[""build.yml"", ""publish.yml"", ""release.yml""]",3
colour-science/colour,"[""continuous-integration.yml""]",1
JoomlaEstateAgency/com_jea,"[""main.yml""]",1
marunjar/anewjkuapp,"[""gradle-wrapper-validation.yml""]",1
rcbops/rpc-maas,"[""ansible-lint-workflow.yml"", ""ansible-syntax-workflow.yml"", ""bandit-workflow.yml"", ""bashate-workflow.yml"", ""bionic-train-workflow.yml"", ""docs-workflow.yml"", ""osp13-workflow.yml"", ""pep8-workflow.yml"", ""releasenotes-workflow.yml"", ""xenial-queens-workflow.yml""]",10
freddyboucher/gwt-oauth2,"[""build_and_deploy_master.yml"", ""build_branches_and_pull_requests.yml""]",2
Crate/docker-crate,"[""main.yml""]",1
mohitsethi/chef-atom,"[""ci.yml"", ""md-links.yml""]",2
pellaeon/registration,"[""lint.yml""]",1
celiao/django-rest-authemail,"[""django.yml"", ""python-publish.yml""]",2
xijo/restrict,"[""specs.yml""]",1
tas50/chef-smokeping,"[""delivery.yml""]",1
kylef/irctk,"[""ci.yaml""]",1
sebastianbergmann/global-state,"[""ci.yml""]",1
carlosabalde/libvmod-redis,"[""main.yml""]",1
chfw/pyexcel,"[""moban-update.yml"", ""pythonpublish.yml""]",2
xijo/denied,"[""specs.yml""]",1
dNG-git/pas_interactive_cli,"[""on-push-test.yml""]",1
getgauge/Intellij-Plugin,"[""github_release.yml"", ""tests.yml""]",2
openshmem-org/tests-mellanox,"[""main.yml""]",1
CedX/free-mobile.yii,"[""build.yaml""]",1
ReactiveX/RxAndroid,"[""gradle-wrapper-validation.yml""]",1
ReactiveX/RxJava,"[""gradle-wrapper-validation.yml""]",1
Unidata/awips2,"[""deploy_docs.yml""]",1
nutti/Copy-And-Paste-UV_Blender-Ext,"[""magic-uv-ci.yml""]",1
phax/ph-commons,"[""codeql-analysis.yml"", ""maven.yml""]",2
laravel/socialite,"[""tests.yml""]",1
japanesemediamanager/jmmserver,"[""cli-framework-dependent.yml"", ""cli.yml"", ""docker-daily.yml"", ""plugin-nuget.yml"", ""tray-framework-dependent.yml"", ""tray.yml""]",6
solita/meta-utils,"[""package.yml""]",1
OneMoreGres/qtc-paneencode,"[""build.yml""]",1
lvillani/vagrant-metadata,"[""ci.yml""]",1
crawl-ref/crawl-ref,"[""ci.yml""]",1
benbalter/licensee,"[""ci.yml""]",1
JuliaLang/pyjulia,"[""main.yml"", ""publish.yml""]",2
aalmiray/ezmorph,"[""gradle.yml""]",1
oxyplot/oxyplot,"[""dotnetcore.yml""]",1
mkon/db_lock,"[""push.yml""]",1
squashible/squashible,"[""build.yml""]",1
Kevin-Lee/test0ster1,"[""build.yml"", ""release.yml""]",2
martinengstrom/arma_stat_track,"[""ci.yml""]",1
ViRb3/dnEditor,"[""main.yml""]",1
vinitkumar/json2xml,"[""pythonpackage.yml""]",1
hakanensari/mws-orders,"[""build.yml""]",1
mjeanroy/junit-servers,"[""build.yml"", ""rebase.yml""]",2
apache/celix,"[""celix_etcdlib.yml"", ""celix_promise.yml"", ""coverage.yml"", ""coverity-scan.yml"", ""macos-nightly.yml"", ""macos.yml"", ""ubuntu-nightly.yml"", ""ubuntu.yml""]",8
stephanlindauer/criticalmass-berlin,"[""android.yml""]",1
tolien/ledgr-app,"[""mysql.yml"", ""postgres.yml"", ""sqlite3.yml""]",3
bgruening/docker-galaxy-stable,"[""compose.yml"", ""lint.yml"", ""pull-request.yml""]",3
asciidoctor/asciidoctor-pdf,"[""ci.yml""]",1
seL4/camkes-tool,"[""pr.yml"", ""push.yml""]",2
rcbops/rcbops-maas,"[""ansible-lint-workflow.yml"", ""ansible-syntax-workflow.yml"", ""bandit-workflow.yml"", ""bashate-workflow.yml"", ""bionic-train-workflow.yml"", ""docs-workflow.yml"", ""osp13-workflow.yml"", ""pep8-workflow.yml"", ""releasenotes-workflow.yml"", ""xenial-queens-workflow.yml""]",10
polserver/polserver,"[""build.yml"", ""buildwinnopch.yml"", ""coverity-scan.yml""]",3
mirkosertic/FXDesktopSearch,"[""main.yml"", ""release.yml""]",2
zeapo/Android-Password-Store,"[""deploy_snapshot.yml"", ""draft_new_release.yml"", ""pull_request.yml"", ""release.yml"", ""update_publicsuffix_data.yml"", ""validate_wrapper.yml""]",6
enen92/plugin.video.RTPPlay-XBMC,"[""addon-checker.yml"", ""addon-submitter.yml""]",2
nephila/djangocms-helper,"[""lint.yml"", ""publish.yml"", ""test.yml""]",3
iluwatar/java-design-patterns,"[""maven-ci.yml"", ""maven-pr-builder.yml""]",2
NumCosmo/NumCosmo,"[""c-cpp.yml""]",1
at-wat/hokuyo3d,"[""bloom-release.yml"", ""release-candidate.yml""]",2
coolbho3k/manuf.py,"[""test.yml""]",1
gpupo/common-schema,"[""php.yml""]",1
onebeartoe/java-libraries,"[""maven.yml""]",1
camunda/camunda-bpm-mockito,"[""build.yml"", ""deploy.yml"", ""toc.yml""]",3
CedX/mustache.yii,"[""build.yaml""]",1
trailofbits/mcsema,"[""ci.yml""]",1
freelawproject/juriscraper,"[""black.yml""]",1
platformsh/platformsh-cli,"[""ci.yml""]",1
WSDOT-GIS/elc-dotnet-client,"[""dotnetcore.yml""]",1
codecov/codecov-python,"[""build-test.yml""]",1
samuelcolvin/django-jinja-bootstrap-form,"[""ci.yml""]",1
huku-/pyxed,"[""ci.yml""]",1
revbayes/revbayes,"[""build.yml""]",1
rybakit/callable-arguments-resolver,"[""ci.yml""]",1
vmatare/thinkfan,"[""ccpp.yml""]",1
dropwizard/dropwizard-protobuf,"[""close_stale.yml"", ""codeql-analysis.yml"", ""maven.yml""]",3
lochmueller/calendarize,"[""Release.yml""]",1
mkoeppe/infinite-group-relaxation-code,"[""CI-check-bib.yml"", ""pythonpublish.yml""]",2
adafruit/Adafruit_LSM9DS0_Library,"[""githubci.yml""]",1
thpatch/thcrap,"[""main.yml""]",1
jplock/dropwizard-protobuf,"[""close_stale.yml"", ""codeql-analysis.yml"", ""maven.yml""]",3
modauthgssapi/mod_auth_gssapi,"[""ci.yml""]",1
renekrie/querqy,"[""maven.yml""]",1
piwik/plugin-LoginLdap,"[""translations.yml""]",1
kiibohd/controller,"[""linux.yml"", ""macos.yml"", ""release.yml""]",3
scienceopen/python-mapping,"[""ci.yml"", ""ci_stdlib_only.yml"", ""codeql-analysis.yml""]",3
orchestral/messages,"[""tests.yml""]",1
rra/pam-krb5,"[""build.yaml""]",1
Ph1b/MaterialAudiobookPlayer,"[""main.yml""]",1
hartwork/xiangqi-setup,"[""smoke_test_py27.yml"", ""smoke_test_py38.yml""]",2
mini2Dx/mini2Dx,"[""gradle.yml""]",1
pybee/toga,"[""ci.yml""]",1
tomstuart/monads,"[""ruby.yml""]",1
Syuilo/Misskey,"[""docker.yml"", ""nodejs.yml""]",2
romanz/amodem,"[""build.yml""]",1
IJHack/qtpass,"[""ccpp.yml""]",1
NetTopologySuite/NetTopologySuite,"[""build-and-test-only.yml""]",1
rtfd/blog,"[""ci.yml""]",1
bioasp/iggy,"[""ci-test.yml"", ""release.yml""]",2
oberbichler/Bowerbird,"[""build.yml"", ""release.yml""]",2
demellj/MiniHTTPd,"[""ant.yml"", ""codeql-analysis.yml""]",2
palkan/influxer,"[""docs-lint.yml"", ""rspec.yml"", ""rubocop.yml""]",3
rectangle-dbmi/Realtime-Port-Authority,"[""android.yml""]",1
sdegutis/mjolnir,"[""stale.yml""]",1
two-pack/redmine_xlsx_format_issue_exporter,"[""ci.yml""]",1
WhisperSystems/Signal-iOS,"[""main.yml""]",1
Ephys/CookieCore,"[""gradle.yml""]",1
arteam/simple-json-rpc,"[""maven.yml""]",1
asciidoctor/asciidoctor-epub3,"[""ci.yml"", ""release.yml""]",2
seL4/seL4,"[""compilation-checks.yml"", ""pr.yml"", ""push.yml""]",3
appium/io.appium.settings,"[""gradle-wrapper-validation.yml""]",1
KronicDeth/intellij-elixir,"[""release.yml"", ""test.yml""]",2
yawkat/mcomponent,"[""maven-publish.yml""]",1
